content,data
.우리집에 벌써 루돌프가 왔네❤️...이걸로 크리스마스 장식은 끝내자🤣🤣🤣🤣🤣...#귀찮음작렬#아무것도하기싫은요즘#우울해,2021-12-03
신경쓰는척 하지마.#셀카 #셀피 #크리스마스 #우울해 #추워 #빨간 #색 #red,2021-12-03
내가 왜 이렇게 살고있을까?글귀는 글그램 인기로 올라왔던 글들입니다 배포는 글그램으로 가서 해주세요 #짐댕 #하꼬스트리머 #스트리머 #글귀 #글그램 #우울해 #힘들어,2021-12-03
감정은 지금 이 순간을 이겨낸다.그 감정은 움직이는 마음은 솔직한 마음으로부터 나온다.✍🏻:2028📷:pinterst,2021-12-03
어제 일기를 쓰는 오늘의 나 ...준등기로는 다시 하지 않겠다고 깨달은 어제였다😂,2021-12-03
요즘 마루 우울한가?...😥,2021-12-03
#KTX 안에서#여행아님바쁜 하루 하루를 보내다 보니오늘이 벌써 금요일이네요..^^오늘은 무지무지 #피곤해요 😪연말까지는 #출장강의 가 많아서새벽부터 움직이는 날이 많아요.이눔의 코로나에게선 언제나 해방이될 수 있을런지..ㅜ어쩔 수 없이 KTX를 타야할 때도 있지만코로나 이후로는대부분 운전해서 출장을 다녀요..(🐕‍🦺피곤)오늘은 에너지가 다떨어졌어요..밥숟가락 들 힘도 없네요..ㅜ기분도 괜히..많이 우울해요...ㅜ심각해요..ㅜ인친님들..어케하면 기운이 날까요~~~~??😭😭.........#금요일저녁#우울해#처방이필요해#도와줘요#기운내자....#일상공유 #금요일 #40대이야기 #출장중 #임헌수사단_인천 #인스타스쿨2기 #공부하는여자 #일하는여자 #MKYU열정대학생 #40대 #미라클모닝,2021-12-03
이번 스티커는 그냥.. 제가 만들고 싶었던..⠀⠀⠀⠀#drawingcat #그림 #catdrawing #일러스트 #캐릭터 #액옹스 #고양이일러스트 #catillustration #길냥이 #스티커 #다꾸스티커 #고양이스티커 #우울 #우울해 #슬퍼 #좌절,2021-12-03
"📚☕.이책은 동생이 읽고싶다해서,9월에 내가 산 책인데, 나는 이제...읽음ㅋㅋ.우울할때는, 행복한척 하면서사진을 찍어보아요.😊📸.#에그타르트 #고마워요#❤#북#책#독서#북스타그램 #📚#요리코를위해 #노리즈키린타로 #커피#커피사랑#12월#한달밖에 ..#우울해#☕#bookstagram #book#coffee#서점 이 가까워서 #좋아요",2021-12-03
애👼🏻 개🐶 육아 넘 힘들다😭 난 일주일도 아니고 하루만이라도 온전히 쉴수있는 시간이 갖고싶다🥲 혼자 호텔가서 암것도 안하고 누워만 있고싶을정도.. 오늘따라 몸도 너무 안좋고 힘들어💦....#육아스타그램 #힘들다 #애 #개 #육아 #오늘도 #화이팅 #우울해 지지말자😢 #힘내기 아들아 그만 좀 울어라 #귀 아프다😮‍💨 #가정보육 #시간 안감,2021-12-03
"인생을 접목시키고 인생의 점수를 본다면,과연 인생의 점수가 있을까?성격은 사람마다 전부 다르고 그 삶속에서 인생의 성공은 다르니까.누가 알려줘도 내가 가고싶은 길이 그저 모험이다.점수와 정답이 중요하지않은 지금의 2021년 12월✍🏻:2028#글 #글귀 #에세이 #공감 #감성 #위로 #위로글귀#인간관계 #우울해 #명언글 #명언 #인생글귀 #글스타그램 #좋은말 #힐링 #작사 #일상 #소통 #좋아요 #좋아요그램 #일기",2021-12-02
"지호가 아파서 화요일부터 유치원 결석중.요새 남편은 바빠서 12시 넘어 들어옴(거의 한달쯤?)멘탈을 부여잡기 힘든 요즘, 오늘 잠자리 독서 시간에 이 책 읽어주다가 목이 메였음.아마 이 책 보고 가슴 먹먹하지 않은 엄마들 없을듯. #피드올리고맥주마시러거실고고싱#우울해",2021-12-02
"옳은 것을 찾기에는 옳고 그름이 멸종된 세상에서 살고 있었다. 그렇다고 바른 것을 찾기에는 위선이라는 병은 감기보다도 넓게 퍼져있었다. 먼저 믿었어야 의심을 했던 것 같은데, 이제는 믿기 전에 의심부터 했다. 그래서 “괜찮다.”라는 말에 취약했다. 아니면 지나가는 소리로 했던 그말에, 혹은 환심을 사보려는 그 수작에, 혹은 멋도 모르며 이해한 척하는 그 위선에 그렇게 뭉클할 리 없었겠지. 어떤 위로는 철새의 종착지와 같아서. 안식처럼 안녕을 고한다. 잠깐 눈을 감았다 떠야할 때, 영원히 눈을 감아도 괜찮다 말했다. 그러니까 무슨 말이냐면. 네가 충혈된 눈으로 밤을 꼴딱 새우고 좀비 같은 몸을 이끌고 나올 때도. 가장 믿었던 사람에게 외면당하고, 그 누구도 믿지 못할 때도. 소중한 누군가를 잃고, 그와의 모든 것들을 묻어둬야 할 때도. 남과 비교하며 스스로를 깎아 내릴 때도. 어두운 현관문을 지나 혼자라는 늪에 빠져들 때도 이어갈 수 있다고. 이 악물고 죽은 듯이 비명을 삼킬 필요도 없지만, 순간을 위해 와닿지도 않는 억지 위로를 삼킬 필요도 없다고. 여기까지 왔다는 건 이어갈 수도 있는 거라고. 이어가자고.누오 - 날카로운 위로와 뭉근하게 끓인 지속의 힘 ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀#글 #글귀 #글스타그램 #글스타 #위로 #자아성찰 #우울할때 #우울글귀 #우울해 #위로글 #위로글귀 #위로가되는글 #위로가필요해 #위로글귀그램 #위안 #명언모음 #명언글 #글스타 #글그램 #수필 #에세이추천 #산문집추천 #글귀 #글작가 #일기 #울적 #문학 #센치한밤",2021-12-02
#개만취 #혼술스타그램 #우울해 #그런데말입니다 #웃자요 #웃자 #웃어,2021-12-02
나이먹고나니 이것저것 생각도 많아진다...내가 이해하지 못하는 잘못함도...상대방이 이해하지 못하는 서운함과 섭섭함도...이 모든걸 다 이해하고 생각하기에 내 그릇은 너무도 작다...나의 힘듦을 알아주는 것도 상대방에 힘듦을 알아내는것도...삶은 너무 어렵다...어제부터 기분 별로...별로일땐 먹어야징...내가 울었다고 눈이 새우눈이 됐다고 아는척하는 사람도 알아주는이도 없다...뭐 답이 없고 답도없고  아무것도 없을땐 죽을때까지 먹어...근데 집에 술이없다....씨부렁,2021-12-02
"우울하고 외로웠던 제가 나아질 수 있었던 이유는 ‘사람’이었어요.사람들한테 상처를 받았는데도 불구하고요.⠀어느 누구에게도 제 진짜 얘기를 할 수 없을 것 같았는데,결국 마음을 열게 됐어요.⠀이해받지 못할 얘기는 없더라고요.혼자만의 착각이었죠.⠀이젠 힘든 일이 생기면 사람들에게 말해요.그리고 그분들의 속마음을 들으니까 이런 생각이 들더라고요.⠀‘나만 힘든 게 아니구나.’⠀이 글을 읽고 계신 분도 혼자가 아니라는 걸 느끼셨으면 좋겠어요.⠀온라인 심리치유 프로그램을 운영 중이에요.많이 힘들다면 저와 함께 해요 :)프로그램 참여는 프로필 링크를 클릭하시면 됩니다!",2021-12-02
눈 아프다 다래끼나 나고😭,2021-12-02
딥다큰 밥그릇 #얼큰꽃게찌개 #꽃게탕 #돈육장조림 #장조림 #찹쌀콩부각강정 #바나나 #초등급식 연이어 4반확진 음식물쓰레기 통을 더사야하나 #학교급식 #식단일기 #우울해 #식단스타그램,2021-12-02
.나 담주만 기다렸었거든...😭다시해외입국자 자가격리 시작하드라..?어쩌라고.!.#코로나진짜🤬 #오미크론뭐래니#우울해#cancled #으아아아아아😭😭😭😭,2021-12-02
"⁣ㅇㅏ 우울해,,,🐟",2021-12-01
가끔 생각한다억지로 긍정적일 필요가 있나?지금 내 마음은 지옥인데그걸 억지로 포장한들 해결이 될까?그래서 그냥 바닥까지 가보는거야우울함이 집어 삼키면 삼키는대로또 그러다보면 웃고있기도 하더라그래서 나는 긍정적으로 생각해라는 말이 싫다.청개구리 같지만내가 온전히 긍정적이지 못한데애써 벗어나려고 발악하는게더 우울해#우울해 #솔직한감정 #이게나야 #억지로 #속이지말자 #있는그대로살아도괜찮아 #감성스타그램 #글귀 #글스타그램 #내생각 #공감글귀,2021-12-01
.가족을 잃었다기댈 곳이 없다제발 아무나 어깨 한 곳 내주었으면위로 따위 필요없다그냥 덤덤히 자리를 지켜줄 사람이 있으면#우울 #우울증 #우울감 #우울해 #우울글귀 #우울스타그램 #암울 #암울함 #슬픔 #슬픔글귀 #일기 #일기장 #일기스타그램 #일상 #일기스타그램 #감성 #감성글 #감성글귀,2021-12-01
"""저에게 멍 때릴 시간을 주세요.""⠀복잡한 마음과 생각으로 피곤한 우리에겐아무것도 하지 않는 시간이 필요해요.⠀안락한 카페, 고요한 바다, 평온한 숲,머릿속에 있는 이미지를 잠시 지워줄 곳으로 가요.⠀멍 때리는 건 비효율적인 게 아니라더 건강한 내일을 위한 거예요 :)",2021-12-01
#아점 #짬뽕순두부 어디라고 말하진 않지만.. 밥값 7900 + 배달비 3000배달왔을때 너무 가벼워서 놀라고 구성에 또 한번 놀라고 먹어도 배부르지 않아 세번 놀람..... #밥 #짬뽕순두부 #단무지3장#김밥천국이짱이야 #배고파 #우울해 #속상해,2021-12-01
"#달달구리#미쳤다이틀째 #병자신세#달달한게 #도착했다아들이 받아들곤 들어오면서 ""대박 완전 맛있겠다""그렇네 진짜 눈도 입도 #행복해지는맛내 #골반은 쓰라리고..윽..아픈데 #사진은 찍는다(몸이자유롭지못해서 안이쁨)왜? 맛있는건 #공유 해야 하닌까!이런 #오지랖 아무나 못 떨어 #내오지랖은_프리미엄여튼 입안이 달달해지니 배도 빵빵해지면서 #기분도 #좋아졌다 #아프닌까 #우울해#맛있게 #잘먹었습니다애들이 #엄지척 했어요 @daldal_store #대박#다둥이네일상#마카롱#머랭쿠키#머랭팝#따봉#구미맛집#디저트맛집#크리스마스사전예약#서두르세요#난했지롱",2021-12-01
웃 자라버렸지만그래도 잘 버티고 있던 내 아보카도가어이없게도추울까봐 창틈 사이에 넣어둔 사이(오늘 오전 중!)온실효과로 물이 데워져 더운 물에 익어 죽어버리고 말았다같이 있던 다른 화분들도 추욱 늘어지고…나 진짜로 초록이들 키우면 안 되나봐…#아보카도안녕 #멘탈바사삭 #다른애들은괜찮을까요 #제가잘키우는건양파고구마감자뿐 #우울해,2021-12-01
"아....... 나이드신분들은 왜캐 똑똑하냐 ㅋㅋㅋㅋㅋ 다 알아 그냥 근데 하지는 못해 퇴사한다. 언제가 좋을까? 공황장애 심해져서 너무 힘들다. 대한민국은 조금만 자기가 직급이 높아지면 갑질하고, 나이어리다고 갑질하고... 퇴사해야지 #퇴사 #퇴사할거야 #우울해 #헬조선 #용접 #weld #갑질",2021-11-30
잠이안와..어케 돌아버리겟네 #휴 #잠이안온다 #띠밤😡 #슬퍼 #우울해 #맞팔 #선팔 #일상 #인스타그램 #좋반테러 #좋아요반사❤️ #뿌엥😭#쌩얼 #셀카놀이,2021-11-30
짜증나게 우울해,2021-11-30
다꾸에 자신이 없어졌다..🥲,2021-11-30
.상처 받는게 두려워마음의 문을 닫는다음지가 편해져나를 암울에 몰아 붙인다단단해지기 위해나를 더 괴롭게 하고데롱데롱 시계 추 마냥밧줄을 목에 걸고 매달린다#우울 #우울증 #우울감 #우울해 #우울글귀 #우울스타그램 #자책 #자책글귀 #고통 #자살 #암울 #암울함 #죽음 #글 #글귀 #자작글 #글스타그램 #시 #자작시 #일기 #일기장#일기스타그램 #일상,2021-11-30
오늘따라 우울하네 날씨탓인가,2021-11-30
몸도 마음도 계절타는가능가봉가...아 아닌데 난 원래 이랬지 참...#곧겨울 #잊을라하면 #생각나네 #우울해 #infp #답없다,2021-11-30
☕☕☕#까니#까니_군침 #cafe,2021-11-30
