content,data
고맙다 친구야~~❤❤❤아파 마이아파ㅠㅠ죽먹고 얼른 나을께~~~^^#골골백세#안아픈데가없네#대상포진이라니#진통제로버티는중#약에쩔은몸#슬프다#나이먹는것도싫고#아픈것도싫고#세상우울,2021-12-08
다같이 뭉쳐서 담소 나누고 싶다.#슬프다#짠하다#친구#위로해주고싶다#♡,2021-12-08
용서하는 것은 좋은 일이나 잊어버리는 것이 가장 좋다.내가 왜 이렇게 슬퍼요!#슬프다 #sad #lonely,2021-12-08
어제 뉴스보고 뒷목 잡았는데정말 이놈의 법이 좀 바뀌어서강력처벌 좀 하면 좋겠다 아 미친인간들ㆍㆍㆍ#동물학대#제발좀하지말자#왜그러냐정말#인간아닌것들#슬프다#동물학대금지 #국민청원_동참해주세요,2021-12-08
간만에 셀카 사진 업뎃!!!!빨리 다시 머리를 길러야겠어요!!!!나랑 같이 놀사람!!!! 나도 보드타러가고싶고나도 맛난거 먹으러 가고싶고나도 예쁜 뷰 보고싶고바람쐬러 가고싶다아여기서 포인트는 이쁘게하고 갈수있는곳!!맨날 앞치마라서.... 꾸미고 다니고 싶다#스트레스#일상탈출#일탈#뷰#맛집#기분전환#보드#힐링하고파#셀카는일하는모습#010시리얼#슬프다#머리기르자#벌써12월#또한살먹나#멀리가고싶다#친구#동생#언니#오빠#누구든만나놀고싶다,2021-12-08
"#다초점 #신세계#노안 #슬프다..그래도 친절한 사장님회사건물 #안경이야기 #보전빌딩지하실루엣도 완벽수리, 적응에 시간은 좀 걸리겠지만 핸드폰등 보는데는 완전 신세계가 열립니다.",2021-12-08
요즘 내최애 간식🧆차차해바라기씨! 옛날 중국 어학연수때 즐거 먹던거.. 넘넘 그립고 넘넘 그때로 돌아가고 싶다.. 요즘 넘나 힘든시기인거 같은데 이거 까먹을때 만큼은 아무생각이 나지않고 잡생각이 없어진다!넘 맛나네.. ㅋㅋ .......#차차해바라기씨 #중국간식 #차차해바라기 #내최애간식 #맛난다#무념무상 #잡생각없애기 #힘든시기#자식키우기힘들다 #내맘대로되지않아 #힘들다#슬프다#옛날이그립다 #내젊은날의추억 #중국어학연수시절#나우울증인가 #왜이리슬프지,2021-12-08
🐱..#우리집#고양이#달구#반려묘#냥이그램#보고싶어#집사#슬프다#missyou#my#littlecat,2021-12-08
이노무 코로나자슥🔥준비다하고 버스기다리는데... 갑자기 이러기있음?????? 😱😱😱갑작스런 확진자 애기가 생겨서 급 등원중단.마스크끼고살아야하는건.. 인정할게요ㅠㅠ제발 확진자 줄어들고 일상생활하게해줘요..😮‍💨😮‍💨그와중에.. 본인이 옷다 챙겨입고맨발에 슬리퍼로 빵집가시는중😂#딸래미 #6세 #등원 #등원중단 #코로나19물러가라 #집콕 #육아 #강제휴무 #워킹맘 #급휴가 #슬프다 #일하는게더편함 #육아 #육아맘 #육아소통 #육아일상 #워킹맘 #육아스타그램 #애스타그램 #딸스타그램 #옷스타그램,2021-12-08
.애 셋을낳고 내스스로가 돌보지 못한몸😭😭허리랑 손목이 끊어져나갈꺼같음.아무것도하기가 싫으네.....#슬프다,2021-12-08
"이미 하늘나라임⠀⠀⠀_좋아요, 팔로우, 댓글 감사합니다🙏⠀⠀⠀_#유머스타그램 #유머그램 #유머페이지 #유머저장소 #유머짤방 #웃긴영상 #웃긴동영상 #재밌는 #예능레전드 #개꿀잼 #핵꿀잼 #허니잼 #개잼 #개웃김 #현웃 #존웃 #슬프다 #슬프다그램 #늘려줘 #부탁해 #나이먹기싫다",2021-12-08
#아동복체리쉬파격세일 중입니다아아10~40%세일 중 입니다아아아재고 아닙니다!!!!겨울 신상이라죠오~~~프로필에 주소 있으니 구경한번 해보세용#아동복#평택아동복#안성아동복#송탄아동복#여아아동복#남아아동복#겨울아동복#다리다쳐서어언두달간아무것도못했다#슬프다,2021-12-08
🍗치킨은 언제 먹어도 옳지 암@u_gool__.p._ @younaheo .:#치킨 #사랑해 #언제나먹어도맛있다 #술더먹고싶었는데 #안받네 #아휴 #약간충격 #요새잘못먹어서 #슬프다 #내년이면30 #덤덤 #ㅠㅠ #ㅋㅋㅋ #왔다갔다 #우리자주봐 #즐거웠엉,2021-12-08
#감사합니다 #생일선물🎁 #잘쓸게 #반백년 #슬프다,2021-12-07
학교가자~#등교#준비중#졸ㄹㄹㄹㄹ려😴💤 #5교시수업 #슬프다,2021-12-07
.잘 버티던 유치원 마저 ㅠㅠ자고 일어나니 감염자가 생겼다는 문자와대상자일경우 검사 연락을 준다는 ㅠㅠ우리 딸램이는 아니길~.#등원사진#어제#확진자문자#슬프다#주말#쿠킹데이#귀요미스테이크#동갑친구랑#아이키친#언제나친절한#아이키친청라점#지난사진#이모저모#스피치대회#일등상품#뿌듯하네#둘째#많이컸다#뱀목도리#일상#남매그램#육아그램#육아일기#사랑해,2021-12-07
왜 너는나를 만 나서~~ 복수 그거 꼭 해야돼요?😀..#이설희230 #씀,2021-12-07
"유미리의 ""도쿄 우에노 스테이션""우에노 공원에 기거하는 노숙자들의삶을 적나라게 표현해우에노 공원의 풍경이 머릿속에그려질 정도였다.생떼 같은 아들을 의문사로 잃고37년간 가족 부양을 위해 타지를 돌다가이제야 가장의 짐을 덜고 집으로 돌아와 아내와 살아 보나 했지만아내도 얼마 후 급사하고충격과 희망을 잃고 우에노 공원으로오게 된 주인공을 보면서 눈물이 맺혔다.""지지리 복도 없는 자식아""라는어머니의 넋두리가 책을 덮고도 귓가에 맴돌았다.#유미리#도쿄우에노스테이션#슬프다#우에노공원풍경#일본가고싶다",2021-12-07
#별밤록 #필사모임✔️책#왜 그이야기는 음악이 되었을까✔️작가#이민희 ✔️노트#RHODIA 7mm줄노트✔️펜#홍디안ef,2021-12-07
슬퍼서 술프고  기뻐도 술프고  근데 오늘은  슬퍼서 술픈다  오늘은  슬프다  그래서 술픈다 근소실은 접어두자 #슬프다#술픈다,2021-12-07
제가 하는 밴드 공연합니다!!12월 11일 토요일 밤 9시반입니다!작은 콘서트이니 오셔서 재밌게 놀다 가세용!!#대전 #대전공연 #밴드 #오랜만에공연 #그런데마지막일지도 #슬프다,2021-12-07
7일차에 찍어본 바디 사진!첫날엔 뒷모습까지 안찍었는데...오늘은 찍는김에 앞뒤 양옆 다 찍음!배가 그대로다.정말 윗배 튀어나온거 어떡하면 좋을까~아랫배랑 함께 나오니... 임신한 배 같아😭뒷모습은 라인은 있는거 같이 나왔는데...그게 다가 아니니...괜히 시무룩😩걷는걸로는 만족할만큼 나오지 않아서...남들 시선 의식 하지 않고 달리는것도 생각해봐야겠다.오늘은 여기까지!내일 나는 또 열심히 보내야겠다.#오늘은 #7일차 #다이어트 #나는야 #다이어터 #르꼬르망 #ngt #오늘은컷 #생생효소 #먹으면서 #건강하게 #살빼기 #첫째 #하교시키고 #13000보걸음 #저녁에 #삼겹살먹은죄로 #다시 #걷기운동 #둘째랑 #나갔다옴 #일주일동안 #달라진 #내몸체크 #눈바디 #배가그대로라 #슬프다,2021-12-07
수영복…잃어버렸다첫 화려한 수영복 😿…#센티수영복 잘가👋수모수경도 잘가…그래서 두류러닝도 하다가 그냥 한바퀴뛰고 관뒀다..@.@넘 울적하다 산지는 2주됬고 입은적은 일주일…. 😃안녕…센티수영복아 다음에는 …다음은 없다… 속상하다 속상해마무리는 칭구가 돈보태서 아수크림 사줌 😍....#오운완 #헬스 #헬린이 #헬스타그램 #헬스하는여자 #운동 #운동소통 #운동기록 #바디체크 #바디 #health #런린이 #센티수영복 #수영복 #잘가라 #잃어버리지말자 #슬프다 #울적 #일상 #데일리 #베스킨라빈스 #고디바아이스크림,2021-12-07
⠀⠀은근 내폰에 셀카가 잘 없다..⠀잘나온 사진 건지기가하늘에 별따기✨⠀여자에게 속눈썹은 생명!!ㅋㅋ없을땐 어찌 살았을꼬?속눈썹 덕분에 사진건짐ㅋㅋ⠀이쁘게 해주신 원장님 감사해요⠀@ebbda_beauty⠀#속눈썹#짱예#셀카질#그나저나#12월 이라니#슬프다#시간아가지마#나이먹기싫다,2021-12-07
나 섹시가이였는데..#아저씨 #35 #반칠십 #슬프다 #운동해야되는데,2021-12-07
살을 빼자 살을 빼자 살살살~~!!!#다이어트 #죽을때까지라고 #슬프다 #식단조절 #운동다시해야하는데 #아이들은골고루!!,2021-12-07
#방역수칙 .#코로나.#슬프다.20년 12월 6일 부터21년  1월 2일까지입니다.,2021-12-07
"몇개월만에 우리셋 ☕️또 언제 이렇게 셋이서 만나냐 ㅠ 14살에 만나 그때도 우리뿐 ,지금도 우리뿐 👭🏻🧍🏻‍♀️세상에 딱 둘 뿐인 내 친구들 🤎이제 우리 마흔이다 애들아 ;;;) 괜찮겐나 ;;; #25년지기 #내베프들 #우리할매되서도 #우리셋이놀자 #친구 #이제곧 #마흔 #슬프다 #제주살이 #제주라이프 #이정의댁",2021-12-07
멋지게 간지나게그렇게 나이들고 싶었는데... 깔끔학게 살다 가고 싶었는데 말야이번생은 글른듯... #다음생을기약하며#슬프다,2021-12-07
어제부터 걷기운동 시작하고 오늘도 어제보다 조금더늘려서 걷고..저녁은 지우가먹고싶은 탕탕이.막상 몇개안먹지만 그래도 먹고싶다하니 먹어야지ㅋㅋ집앞에 유명한 탕탕이집.항상 사람들로 붐비고 주말은 거의 발딛을틈이 없는 그집ㅋㅋ솔직히 나는 탕탕이보단 호롱구이는 인정하는 집ㅋㅋ건강해지려고 걷기운동 시작했는데ㅋ맥주를맥주를~~~~~오늘 취학통지서를 받았다..왜 기분이 안좋지?ㅠㅠ#목포맘#육아맘#7세맘#취학통지서#슬프다#벌써초딩준비#아깝다아까워#목포아동복#온라인쇼핑몰#온키즈#온키즈는#무료배송#겨울준비도#온키즈와함께#구경오세요💕,2021-12-07
_•이제 치료 다 끝나서 몸 좀 회복되면 백신 맞을까 했는데이렇게 갑작스럽게 미접종자 제약을 두다니...오늘도 가는곳마다 백신 접종 확인을하더란ㅠㅠ너무나도 당황스럽다 이미 정해져있던 내 일정에도 차질이 생겨나고....매번 PCR검사를 할수도 없고 진짜 난감하다#백신미접종자 #손발이묶인느낌 #슬프다,2021-12-07
#슬프다#조타,2021-12-07
#슬프다 하루종일ㅠ 아침 7시 일저질러놓고내가 하루종일 멍하다1년전 새차 붕붕이를 왼쪽긁고 오른쪽 긁고 내가 계속 아프게 만들고...ㅠㅜ오늘은 많이 반성했다이젠 지켜주고 아껴줄께👉.괜찮으니께 추스리고 일햐👉.이차랑 안맞나봐 차팔까이말이 나를 웃게 울게 만든다.차 일자주차 아침에 급하게 가지말고 여유있게 가 - 나보다 어른ㅋㅋ.#붕붕이 #미안해,2021-12-07
#지방종 제거 & 스케일링#실밥풀러갔는데 ㅠㅠ 상처벌어져서 #다시꼬맴#목동우리들메디컬병원#노령견전문 #방울이❤️#12살 인가 #11살인가?#개도늙고#나도늙어가고#코로나도지겹고#일은산떠미고#진짜돌겠다#대충살면서살아왔는데#이거는대충하다가#빚쟁이될수도#달리자#인생#진짜숨막히는하루#잠순이가#잠잘시간없고#슬프다#직원은#언제쯤?#알수없는미래#모르겠다#일단할일부터해치우고#변해가는성격#말조심🙊#생각하고생각하고또생각하고,2021-12-07
진짜 안타까운 사연 ㅠㅠ#ㅠㅠ #슬프다 #가족 #슬퍼요 #취준생 #공시생,2021-12-07
#눈물 #안녕 #잘지내 #울지말구 #내일 #두이 #떠나요 #눈물이자꾸나 #보기만해도 #슬프다 #강아지간식 #한움큼 #잘지내줘 #우울한오늘 #마음이 #힘들다,2021-12-07
"다녀간 흔적…이쁜(?)쓰레기! .운동장에 나뭇가지로 오징어게임, 땅따먹기를 그리며 놀았던 추억은 있지만…테이프는 결국 이쁜(?) 쓰레기다 되어 바람에 날려 화단에도 날리고, 신발에도 붙고… .#트멍아이 #이쁜쓰레기들 #슬프다 #조수국민학교",2021-12-07
#눈물바다.결국 모두가 늙고 죽는다는게너무 슬프다😭.알고 있는데도 너무 슬프다😭#잔잔한문체#단정한비유#정돈됨에서오는힐링#모든게좋았는데#슬프다#우리는모두집으로돌아간다#마쓰이에마사시#비채#책추천#완독#북스타그램#책스타그램#우리동네맛집#베러댄와플,2021-12-07
오늘도 1일1뼝준❤️.....#커플사진 #커플 #커플셀카 #셀카 #미니멀룩 #니트코디 #니트 #카페 #카페인테리어 #카페추천 #군포카페 #군포시 #곰신 #군인 #곰신커플 #커플 #곧 #복귀 #슬프다 #데이트 #데이트코스 #데이트룩 #좋아요 #좋아요반사 #좋반테러 #좋아요테러 #좋아요그램 #팔로우,2021-12-07
너무 많이 생각하지마. 그냥 너를 행복하게 만드는 일을 해.#팔로우 #소통 #일상 #피곤해 #심심해 #다 #슬프다 #슬프게 #외로운 #무료한 #instagram #me #selfie #liketime #followｍe #happiness #インスタグラム #自分撮り #私 #微笑む #инстаграмм #селфи #я #подписказаподписку #лайктайм,2021-12-07
학교 가고 싶다구.....😭😢💦...#슬프다 #슬퍼요😢 #학교 #학교가고싶다 #학교가게해주세요🙏 #학굑ㅠㅜㅜ #저녁 #그림ㅈr #그림자샷 #그림자놀이👥 #학교갈수있을까,2021-12-07
산책길에 항상 찜 해두었던 감나무의 감을 잃어버린 자의 쓸쓸한 뒷모습#나 #감귀신 #인데 #슬프다 #팡이 #팡스타그램 #애견 #애견스타그램 #강쥐 #강쥐스타그램 #멍멍이 #멍스타그램 #멍멍이그램 #반려견 #반려견스타그램 #강아지 #개 #진돗개 #jindodog #dog #추팔 #앨범을 #뒤적이다발견 파란옷을 입고와서 그런단다😔,2021-12-07
휴가 짤렸다는 소리에 충격 먹음🤕🤕 에라 모르겠다 술판이다🤣🤣 새로 산 고블렛 잔에 소주 반 맥주 하나 딱 들어가네..마늘기름장 찍어서 육사시미 한점😙😙#증평 #혼밥 #혼술 #저녁 #혼사남 #참이슬 #카스 #남산맥주 #소맥 #고블렛잔 #육사시미 #마늘기름장 #고추장소스 #휴가짤림 #슬프다,2021-12-07
크리스마스 주간에유일하게 쉴수있는 하루 21일두시티케팅자리 욕심내다 이선좌 만나고 손 덜덜덜간만에 실패의 쓴맛을 보았는데사랑하는 내전우 @_bo_o 가전투에서 승리했지 모야❤❤😍👍내동생 이뻐 죽겟다리안그랬음 언니 개우울한 크리스마스 주간이 될뻔26일에 하지 왜25일에 두번하냐고😭26일엔 쉴수 있능데나머지 티팅도 덕친님을 위해 모두참여4시에는 승리했고내일도 화이팅!이번주 빡세다금욜은 #미라클라스#라포엠#크리스마스콘서트#하루밖에못가#너무슬퍼#일때려칠까#자본주의의노예 는#슬프다일안하시고 올콘하시는분들 부럽다징짜#하루라도가니다행으로생각하자#유채훈 #최성훈 #정민성#박기훈,2021-12-07
.학생들이 다시먹고싶은 함박스테이크.맛은 좋은데 크기도 작고 비싼^^;;;체다치즈와 피자치즈가 들어간 맛!후실리 넣고 로제소스만들어 얹어주니또 다른 맛이고만!.출석률좋고호응도도 좋은 하루..#혼합잡곡밥#닭곰탕#로제소스더블치즈함박#연두부#치커리유자청무침#김치#동물찐빵.#경기#용인#신갈고#급식#고등학교#영양사#요리#음식#슬프다,2021-12-07
라탄 선물♡라탄공예하는 이쁜동생이 직접 만들어준 식빵모양바구니와 거울🎁너무 이쁘다~😍사실  신랑 친척동생 부부인데결혼전부터 친해서 호칭이 오글오글하다며  편하게  부르고 지냄^^맛있는것도 먹고 즐거운 시간이었어~또 와줘~👋...#주말일상 #5세동갑친구 #이쁘니들 #친구있으니까 #밥도잘먹네 #매일그렇게 #먹어줬으면 #나도 #신난다 #체력이딸림 #이제 #곧40 #12월 #슬프다 #나이먹는일만남음 #라탄 #라탄공예 #라탄공예전문가님,2021-12-07
하;;;;두찌녀석 대형사고치다그래 제대로 안둔 엄마잘못이지 ㅠ왜 이걸 두개를 쿵 부딪힐 생각을 한거라니 내가 못살아뭐 내가 그리 스노우볼을 좋아한건 아니지만 그래도 깨지니 아쉽네요한개라도 살아있는거에 감사해해야겠죠😭😭😭😭😭...#맥도날드스노우볼 #깨져버린스노우볼 #슬프다 #지못미#일상#일상기록#제주 #제주일상 #제주일상기록#육아맘 #육아맘스타그램 #육아맘소통#육아 #육아스타그램 #육아소통#워킹맘 #워킹맘일상 #직장맘 #직장인#소통해요 #환영해요 #친하게지내요,2021-12-07
"비염.엄마는 계속 감기라고 생각했는데...비염이라니..너무 울어서 진정시키느라 선생님이야기를 잘못 들었나보다;;😭.두돌 전까지는 비염인지 아닌지 모르는건데 두돌지났고 겨울마다 코로 고생하는 이력이 있어서 항생제써도 그상태인거로 보아 겨울내내 고생할꺼라고....항생제 12일투약 효과없음(?)으로 중단.대신 비염약처방으로 3달먹기로.처방은 한달치만 가능하여 1달뒤 다시 병원방문.코로 숨쉬기 힘들어하면 코빼러 병원가기로..엄마가 미안해..그런데 나는 커서 생긴비염이고, 심하지도 않은 편인데...찬바람이 문제인비염..🥲.겨울이 빨리 끝나야 할것 같다~😭.코빼는건 점막에 무리갈까봐 자주안했는데 시중기계로 코빼는건 딱딱해진 코를 잡아당기때나 생기니까 걱정말고 답답해하면 자주빼줘도 된다하심~싫어하지만 이젠 꽤 잘 하고 있어서 잘빼줘야겠다..비염인데 코감기라 생각하고 어디든 이용못하게 할까봐 미리속상하네...😥😭.#아기비염 #햇빛이네 #28개월비염 #슬프다",2021-12-07
🎄.연말좋아근데 당분간 카페못가#방역패스수유하느라 잠시 미뤄뒀었는데백신안맞았다고 아무데도 가지말래?이천 지나가는 길에 시몬스테라스 가려다가사람 너무 많아서 급하게 근처 카페만화카페같이 되어있어 알콩이가 아주 좋아했다,2021-12-07
진정한 시골개 루이는 오늘도 신나게 산책하고이뿌게 떵두싸고 밥두잘먹구 잠도 잘자여ㅋ오늘은 엄빠랑 드라이브 할 예정이에여ㅋ날씨가 너무좋네여 다들 모하시나요?라라랜드 가고싶었는데 신랑이가 위암일 확률이 높다고 큰병원에서 조직검사 다시받기로해서당분간 놀러는 못갈듯해요ㅠㅠ제발 암이 아니길 기도해봅니다다들 기도좀 해주세요ㅠㅠ#시골개#위암#슬프다,2021-12-07
..𝒞𝒶𝒻𝑒 𝓁𝒶𝓉𝓉𝑒 ☕️요즘 왜케 하루하루가 주말같을까요?애들 학교에서 확진자두 나오고울애들두 오늘 코로나 검사하고동거인들도 해야 좋다해서온 가족 아침에가서 검사하고 왔어요🤦‍♀️학원도 줌 수업으로 돌아가고집콕에 주부들만 할일이 태산인거같네요;;보건소 다녀와좀 전에 아침인지 점심인지 모를밥을 차려서 먹고 이제 카페인수혈☕️햇살두 좋은 날눈이 시린건지 자꾸 눈물이 맺히는 너낌;;ㅎ ㅏ격하게 혼시하고 싶으다🙈✨,2021-12-07
카페에서 이제 이런 거 주네;; 방역패스 확인 완료 좌석이래ㅜㅜ 자유롭지 못해서 좀 슬프다.. 킁 #카페#슬프다#코로나꺼져#방역패스#오미크론#바이러스#자유로워지고싶다,2021-12-07
짧은 시간이지만 적지않은 수익 받으실수 있었습니다.믿고 크게 투자해주신 결과로 수익 챙기셨습니다.긴말 안합니다. 확실하게 진행하실 분들프로필 하단 프로필 오픈챗,2021-12-07
"#네이버스마트스토어 #중단안녕하세요 베베마치에요♥️주문제작으로 늘 딜레이되고,송장번호입력을 하루 늦게해서네이버에서 패널티를 받았어요🤧제가 잘 활용을 못한 탓이기도 해서스마트스토어 운영 중단을 하려합니다. 인스타그램을 통한 고객분들이 많으셔서꼭 네이버스마트스토어가 아니어도 될 것 같아요!조만간 다시 꾸려서 오픈할게요🍒#슬프다 #눈물좀훔치고올게요 #홈페이지",2021-12-07
심판이 게임 다 망쳐서 이걸지네 GG...#아스널 #패배 #연패 #어이없음 #오심 #슬프다 #아스날,2021-12-06
늦은새벽 간만에 사진첩 보다 20대 중후반 시절 사진발견..그래도 이때는 사람같은데 셀카모드로 내얼굴 잠깐확인하니 욕하고 카메라끔..@ggouyit 근데 마지막사진 누구에요??#늙은 #아재 #슬프다,2021-12-06
"나듀사랑해♥ 제주도여행ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ황예약, 김계산, 고네비, 경차 ㅋㅋㅋㅋㅋㅋㅋㅋ좋았다#제주도 #여행 #김황고경 #조금빌런짓 #누군지알지? 너는태그안했다 #좋았다 #행복했다 #지나갔다 #슬프다",2021-12-06
.널 떠나보낸다는 것은 결코 쉬운일이 아닌걸어제도 울었고 오늘도 울고 내일도 울텐데점점 몰래 우는 일이 잦아진 것 같아 슬퍼가지말라고 말하고 싶어도 네겐 어쩔 수 없는 일이니보내주려해 내 상처는 내가 보듬어 볼게자신은 없지만...#글귀 #글 #사랑글귀 #연애글귀 #가지마 #슬프다 #안녕,2021-12-06
😆😆😆2021.12.05#생후607일차#지난피드오늘은 시댁 김장하는날😅일찍가려했으나 전날 피곤함으로인해...예상시간보다 1시간 늦어진😅😅완자아빠는 김치통을 4통이나 챙겼다ㅋㅋ이때다싶어 가지고간다는 웨건...ㅋ그럴려고 산건아닌데...ㅋㅋㅋㅋㅋㅋ텐트피러가자.....ㅋㅋㅋ무튼 양념장까지 다해놓으신 어머님😅가서 비비기만ㅋㅋㅋㅋ다비비고나서 조카들 재롱😍😍너무 이쁘고 너무 사랑스러운😍😍첫찌조카가 그려준 우리 완자☺귀욥다ㅋㅋㅋㅋ피곤한완자 어머님집에서 1시간 낮잠자고집에와서 8시부터 눈비비더니씻기고 뭐하고 재우니 9시30분 기절ㅋㅋ김장은 엄마가했는데?...ㅋㅋㅋㅋ일찍자길래 엄마는 간만에 운동을ㅋㅋㅋ제발...살좀....빠져라....🥲,2021-12-06
고마워아들ᆢ!#아들바보#아들자랑#슬프다#미안하고고마워#다잘되겠지#기도만이답#미역국고마워,2021-12-06
아니라고 해줘요.. 잘못 봤다고 해줘요.. 꿈이라고 해주세요~  울 오빠 보러 갈 날만 손 꼽아 기다리고 있었는데 왜.. 왜.. 왜.. 왜.. ㅜㅜ...#데니안 #덴데이 #슬프다 #보고파,2021-12-06
#우리알바#이쁜이#일도잘해#효녀#착하구#마음도이쁘고#너무이쁜아이#조금만참지#조금더잘해줄걸#마음이아프다#그곳에서는 행복했으면좋겠다#하고싶은것도 많을텐데#생각날거야#꼭행복해#아침이면 출근할거같은데#슬프다#더잘해주지못해서미안해#삼가고인의명복을빕니다 #고마웠어#,2021-12-06
#글 #글쓰는사람 #글로치유 #글귀스타그램 #사람은쉽게변하지않는다 #믿었다 #속는셈치고믿었다 #슬픈글 #슬픈글귀스타그램 #슬프다 #싱처 #싱처투성이 #눈물나는글 #눈물 #눈물글귀 #복잡한마음 #상처받는것보다 #네가내옆에없다는게 #무섭다 #사랑한만큼 #사랑의크기 #사랑의종류 #02년생맞팔 #20 #팔로우 #좋테반 #맞팔dm #선팔환영 #언팔금지❌,2021-12-06
#택시타고 #퇴근 #세상에 #슬프다 #프로야근러가되지말자,2021-12-06
#남들보다빠르게오늘은 로라방 1등으로 출근!!!웜업도 없이 바로 즈위프트 레이스 하나소화하고 불태웠지만 파워는 그대로 -_-.....#난타자전거 #하남로라방##실내자전거 #로라방 #힘들다#즈위프트 #zwift #zwiftrace#체중그대로 #파워그대로 #슬프다#운동량늘려야지 #김남돈,2021-12-06
#첫줄울애들 겨울목도리 장만함ㅋㅋ근데 콩이는 질질 끌고댕김ㅋㅋ미안 그게 젤 작은거야ㅋㅋ...#숏다리 #슬프다 #질질끌린다 #빈이는 #찰떡,2021-12-06
이게 진짜...👀#슬프다 #해킹당함 #눈 #이게진짜 #👀 #일러스트 #그림#폰그림 #그림계정맞팔 #맞팔#ㅜㅜ #맞팔선팔환영 #미술 #독학 #お互い腕#絵#美術#イラスト#目 #Following #Drawing #Art #illustration #eye,2021-12-06
긴장풀려서 바삭한게급 먹고 싶어서 먹었는데...결국은 체한듯싶다..😭#급했어#바삭한게#먹고싶었을뿐#😭#🤦‍♀️#체했다#슬프다#당분간#감자튀김#🍟#감튀#치킨은저멀리#🍗#일상#기록#오늘도잠은다잔듯,2021-12-06
