content,data
어젯밤 강의 늦은시간 귀한시간 내셔서 경청해주신 100분의 사장님들 감사합니다~!𝐍𝐄𝐎𝐑𝐀는 나에게 꿈이 되어 주었고강사가 되는 길을 열어 주었고더 나은 삶을 선물해주었듯이저도 다른 사람들에게 베풀며 가치 있는 삶을 살아내겠습니다.숙제를 안았다는 후기에다음번에 숙제를 속 시원하게 덜어드리는 강의로 찾아뵐께요~!감사합니다 꾸벅.....😍#퍼스널브랜딩강의 #니오라강의 #무료강의 #니오라레슈[100명께 전하는 감사편지]💕💕💕사랑을 표현할 줄 아는 젠스타 사장님들덕분에 행복한 밤입니다. 내년은 니오라가 빠르게 퍼지고 모멘텀이 이루어 질것 같습니다.저도 스퐁님들 따라서 열심히 달려갈께요.귀한 시간 내주신 사장님들 감사하고 사랑합니다❤❤❤저는 두다리 좀 뻗고 자겠습니다 ㅎㅎㅎ굿밤되세요^^,2021-12-09
the perfect ᵒᶠᶠ ᵗʰᵉ ᵍʳⁱᵈ getaway ʕ·ᴥ·ʔ...취향 제대로 저격한 숲속 여행,2021-12-08
그렇답니다......#영화 #감동 #부부 #결혼#현실부부 #잉꼬부부 #결혼전 #남편 #아내 #결혼후 #행복 #행복해요 #남자의로망 #여자의로망 #훈남 #훈녀 #예쁜부부 #시집 #장가 #예비신부 #연하남친 #연하여친 #매력덩어리 #연상연하 #설레여,2021-12-08
#가드니놀이터#강원도에살고싶은여자 #첨이슬공주 2021.12.8 WED퇴근후일적인 스트레스가 심해서 그렇지 않아도 오늘은저기압이네...짝꿍의 호출로 찾아간#행운마차 포차.가보니 계신분들 한분 빼고다들 만취하셔서 병새보니 10병 넘게 드시고 ㅎㅎ안주가 없어서내가 먹을려고 #산낙지 데치고#계란말이 시킴.맛만 보고 다시 포장하고2차로짝꿍님 친구 철민씨네  사무실도착#꽃게탕#꽃게찜와우~~~~~👍👍👍👍음식은 여자가 하는게 아닌가벼ㅋㅋ철민씨가 정말 맛나게 끓였네👏👏울 짝꿍은 취하셔서...다 먹지도 못하고 1점?ㅎㅎ나머진 가드니가 저걸 다 혼자 저 많은 양을 싹 먹어 치움ㅋㅋㅋㅋ#저녁#먹방#음식스타그램#유지어터 #먹스타#먹방스타그램#먹스타맞팔#협찬문의#먹스타그램#먹방그램#좋아요#다이어트#선팔하면맞팔#술스타그램#오늘뭐먹지#맛집#데일리그램#소통해요#행복해요#일상#여행스타그램#koreanfood,2021-12-08
새해가 되면 꼭 소원하나를 빌게된다.하나로 끝나면 좋으련만 욕심이 많아 이것도 저것도 빌게 된다.왠지 새해 첫날 해가 다 들어 줄것만 같아서^^그중 하나 행복하게 잘 살게 해주세요...빠지지 않는 소원.2021년 한해도 행복한 일들이 가득했다.행복한 선택을 한 것이겠지.2022년 소망'행복하게 해 주세요'가 아니라매 순간 행복한 선택을 할 수 있는 작은 습관을시작해야 겠다.'행복해요.' '감사해요.'하루를 마무리하는 시간 감사하고 행복한 순간을떠올리고 기록하며 행복한 선택으로 행복해 지기를2022 년을 소망해본다.'행복은 바람처럼 볼 수는 없지만 느낄 수 있어요.나의 일상에서 감사할 일을 찾아서 느끼는 것이행복 아닐까요?'행복은 찾아오는 것이 아니고선택이고 습관이란다...#행복해요.#이정원#맘담은그림책,2021-12-08
고만좀 늙어줄래?ㄱㄱㄱㄱㄱ어휴ㄱㅋㄱㄱㄱ좀 챙기고살자ㅋㅋㅋㅋ지몸은 지가아프면지만손해지ㅋㅋㅋ누가좀전해죠ㅋㅋㅋㅋㅋ#행복 #행복해 #행복한 #행복스타그램 #행복그램 #행복하자 #행복이 #행복행복 #행복하다 #행복해라 #행복해요 #행복하세요 #행복하다그램 #행복하자아프지말고 #기쁨 #기쁨이 #넘나좋은것 #즐거움 #기분좋아 #좋은날 #happy #happyhappy #happyday #happytimes #veryhappy,2021-12-08
합격했어요!!!!🥳🥳 발표일이 아닌데 미리보기로 보고 심장이 쿵!ㅋㅋㅋㅋㅋㅋ좋운 결과가 있어서 다행이였어요!🤩❤️#일상툰 #일상툰초보 #공감툰 #공감일상툰 #초보 #그림일기 #그림일기장 #그림계정 #그림계정맞팔 #선팔은맞팔 #국가고시 #국가고시합격 #너무 #좋아요 #행복해요 #바로 #어제있었던일 #예상하지못한 #일 #대학생 #휴학생 #소소한일상 #daily,2021-12-08
I'm happy today.,2021-12-08
#정진정신과#수원소아청소년정신과#인계동정신과#정진클리닉#수원정신건강의학과#떡케이크#앙금플라워#행복해요#벅찬마음#덕분입니다#고마운언니#마음연결#이심전심#괜히좋은사람#수줍은고백,2021-12-08
⠀⠀⠀곰돌이 둘🤍🤍⠀⠀⠀⠀⠀⠀#남는건사진뿐#소중한추억⠀#행복해요⠀⠀⠀⠀⠀⠀⠀#연천#연천여행#소통#사진스타그램#셀카#셀피#일산#오오티디#ootd#데일리룩#데일리#럽스타그램#부부스타그램#연애하는부부#좋반환영#일상스타그램#일상#데일리그램#daily#팔로우#선팔#맞팔환영#감성사진#여행#여행스타그램#커플슈#아디다스⠀⠀⠀⠀⠀,2021-12-08
##안돌오름 #비밀의숲몇번째 와도 좋은곳^^*이젠 너무 많이 알려져있고 네비에도검색되지만 .. 그래도 좋아!!(나 왜케 하회탈웃음이지 ㅋㅋㅋㅋ)#제주살이 #제주일상 #제주의하루 #jeju_life #jejudo #제주나무맛집 #제주숲길 #비밀의숲🌳 #하회탈웃음 #바보같아 #제주가볼만한곳 #제주숨은명소 #제주향토음식 #도민맛집 #여행in제주 #여행중 #여행에미치다_제주 #행복해요 #하고싶은거다하는중 #좋아요 #좋아요환영 #좋아요반사,2021-12-08
##제주도는 매일매일 노을이 달라서 매일매일 예뻐(엊그제 노을사진 이제야 올림)아직 올리지 못한 사진들 한가득..#제주살이 #제주일상 #제주의하루 #jeju_life #jejudo #제주노을맛집 #협재해수욕장 #매일다른노을 #제주가볼만한곳 #제주숨은명소 #제주향토음식 #도민맛집 #여행in제주 #여행중 #여행에미치다_제주 #행복해요 #하고싶은거다하는중 #좋아요 #좋아요환영 #좋아요반사,2021-12-08
힝~~ 감동♡♡나를 생각해주는 사람이 있다는건행복한일😍😍고마워요~~잘먹을게요~~#베스킨라빈스31#고디바아이스크림#고디바마카롱#순삭#맛있어요#행복해요#고마워요#언니밖에없다#형부밖에없다#커피생각#마카롱은#내일먹어야지#ㅋㅋㅋㅋ#내스퇄#좋으다@mors_sola_0829@te__amo_0829🥰😍🤩❤💖,2021-12-08
..지인이 얼마전 선물해준 예쁜 거울 앞에서 셀카~^^😁왕관 거울🖼.#너무예뻐요#왕관쓴느낌#감동감동❤️#주름진얼굴이좋다#내스타일#감사합니다#매일보는중#마음이더예뻐요#잘간직할게요#기쁘다#행복해요#소통좋아요#일상공유,2021-12-08
12월엔만나서다행인모임ㅎㅎㅎㅎㅎㅎㅎㅎ집청소해놓을께요ㅋㅋㅋㅋㅋ황부띠끄에 머리말러오송?ㅋㅋㅋㅋㅋ#행복 #행복해 #행복한 #행복스타그램 #행복그램 #행복하자 #행복이 #행복행복 #행복하다 #행복해라 #행복해요 #행복하세요 #행복하다그램 #행복하자아프지말고 #기쁨 #기쁨이 #넘나좋은것 #즐거움 #기분좋아 #좋은날 #happy #happyhappy #happyday #happytimes #veryhappy,2021-12-08
우리 첫번째 결혼기념일♡2021.12.08♡코로나라 여행은 패스~대신 옷 플렉스와 맛있는 저녁식사~오랜만에 비싼음식 먹었당♡꽃은ㅎ 남편이 몰래 주문했더라구요~~ㅎ쬐~~끔 감돔♡...#결혼기념일#3년째#결혼생활#신혼부부#신혼생활중#연상연하부부#남편#❤#2021#12월#8일#행복해요#고마워요#사랑해요#츤데레#나쁘지만착한놈#싸우지말자#선팔#맞팔#선팔하면맞팔#좋아요반사#소통환영#댓글환영#😀😀😀,2021-12-08
내사랑 인후❤️❤️ 오늘도 고생햇어~😃😃,2021-12-08
#사랑의열매 #이달의기부자 #당첨자발표 #꿈이냐생시냐 #행복해요 https://www.instagram.com/fruits_of_love/p/CXIJC98sqll/?utm_medium=copy_link,2021-12-08
"“Good Friends season 2 - Gyeongsangbuk-do (Yeongju, Andong & GYeongju)” Wow 🥰 Selama proses shooting berlangsung, ada beberapa produk dari provinsi Gyeongbuk loh chinggu ! Yaitu, LOGIN YOUR DAY 🇰🇷 Minuman energi dengan tambahan vitamin yang dalam setiap botolnya akan membuat anda menjadi benergi,fokus dan bermemori. Login Your Day adalah minuman Nootropics yang berguna untuk menambah kemampuan mengingkatkan kinerja otak, menambah fokus, konsentrasi, motivasi belajar dan berfikir. Selain itu ada kandungan Vitamin D(400IU), Vitamin C, Vitamin B6 dan B12 untuk mendukung sistem imun untuk kamu yang beraktifitas dirumah atau diluar rumah . Kecukupan nutrisi, termasuk vitamin, dapat mencegah munculnya risiko gangguan kesehatan. Selain didapat dari makanan sehari-hari, Login Your Day menawarkan solusi mudah dan praktis dalam memenuhi kebutuhan vitamin harianmu.  Dalam 100ml energy drink, terdapat vitamin B6 yang penting untuk metabolisme, juga vitamin B12 untuk pembentukan sel darah merah dan menjaga fungsi saraf. Selain itu, kadar vitamin C dan vitamin D di dalamnya diperlukan untuk pembuatan kolagen, merangsang produksi L-carnitine yang memicu pembentukan energi, dan menjaga kerja saraf.  @daegugyeongbuk.id@kgo_daegu_gyeongbuk#GyeongbukProduct #KGODESEMBER2021 #KGO2021...#좋아요#좋아요반사#좋반#모델#인스타#데일리#데일리룩요#럽스타그램#일상#일어스타그램#다이렉트#서울#스타일#오오티디#셀피#셀카#tbt#lit#likesforlikes#lfl#fff#style#mood#오늘의훈남#남자 #행복해요 #아이돌",2021-12-08
#뉴찐일상 #헬시플레저2022 트랜드 키워드 중 하나가 헬시플레저 건강을 즐겁게 관리한다는 뜻인데 제가 요즘하고 있는 #슬로우런 이랑 찰떡궁합이에요.아침 맑은 날씨와 아름다운 풍경만으로도 행복한데긍정에너지로 가득찬 멋진 리더들과 함께 내몸을 깨우는 건강한 달리기인 #몸깨달 을 했어요. 잠자는 세포하나하나를 깨우고 산패되었던 근육들이 되살아나 제 역할을 하니 개운하고 좋네요건강도 지키면서 좋아하는 사람들과 함께하니 행복함은 몇배로 더 커짐에 감사하네요#성공자의습관 #바른생활루틴이 #오하운#건강한달리기 #몸깨달#멋진풍경 #멋진리더 #새벽을깨우는소리 #행복해요,2021-12-08
"Taman tersembunyi, Taman Air Nakgang 🌳 Kawan online, mau menikmati suasana musim panas yang beda dan belum banyak orang tau? 🙋🏼‍♀️🙋‍♂️ Taman Air Nakgang dikembangkan oleh K-Water dan Pemerintah Kota Andong. Awalnya, taman ini dibuat sebagai sarana olahraga, tempat beristirahat yang tenang dan relaksasi bagi penduduk setempat. Sejak pandemi, popularitas taman ini meningkat sebagai destinasi wisata luar ruangan yang banyak dicari dan diminati. Taman ini juga dinobatkan sebagai salah satu dari 'Top 100 Untact Destinasi Wisata Terbaik Korea 2020'. Di taman ini ada air terjun dan air mancur yang ramah lingkungan tanpa tenaga listrik. Sangat cocok untuk wisata healing bersama keluarga dan dijadikan pendakian riangan. Disini juga disediakan bangku-bangku untuk beristirahat, mendengarkan suara air terjun sambil memandang ke bawah bendungan Andong. Kalau kamu terus berjalan ke atas, kamu bisa menikmati pemadangan Andong Dam dari atas Andong Ru observatory point. Wah~ pasti indah banget ya? Visit > www.tour.gb.go.kr < 📍낙강물갈공원423 Sanga-dong, Andong, Gyeongsangbuk-do..Source : @daegugyeongbuk.id..........#좋아요#좋아요반사#좋반#모델#인스타#데일리#데일리룩요#럽스타그램#일상#일어스타그램#다이렉트#서울#스타일#오오티디#셀피#셀카#tbt#lit#likesforlikes#lfl#fff#style#mood#오늘의훈남#남자 #Man #Holiday #항상 #행복해요 #아이돌",2021-12-08
오랜만에..♡내가 정말 좋아하는 매운갈비찜..오늘도 정말 맛있게 먹고 있습니다~계란찜도...당면도.. 너무 맛집...#이쁘늬 #사랑해#캠핑 #백패킹 #카라반 #캠핑카 #알빙 #맛집#강서구청맛집 #강서구맛집#강서갈비찜 #강서매운갈비찜#짚신매운갈비찜강서구청점#언제나 #행복해 #즐거워#함께여서 #행복해요#항상 #옆에있어줘서 #고마워요#사랑합니다 #고맙습니다#행복찾기 #사랑찾기,2021-12-08
⠀#27살 #생일파티 #꽃다발선물 #서프라이즈 #특별한선물 #탄생석반지 #💍 #너나좋아하냐 #😏 #감사합니다💕 #기분좋은하루 #행복해요 #여의도 #라케이브 #와인바,2021-12-08
"크리스마스 세트All-In-One Christmas Gift!Limited sets now available to order on our website.Counting down 17 days to Christmas, everyone!Order online now for self collection or delivery 📍 41 Kampong Bahru Rd🕚 Open Thurs to Mon from 11AM to 7PM🛒 www.hbcy.sg#HaengbokCakeyo#celebratewithHaengbokCakeyo #행복해요",2021-12-08
소탈하고 아름다운 분이렇게 사진을 찍어주시네닮아 가야지@jomiyeong6315 늘 감사합니다뻗친 한 쪽 머리카락 귀엽노#이글드림#김정훈조미영패밀리#잘크는중#성장중#찐웃음#하하하#요즘#행복해요#신나요#하하하,2021-12-08
2021. 12. 08 (수요일)우리 집 막둥이 신하나를 소개합니다~ 꿈같이 저희집에 와준 하나~ 넘 귀엽고 소중해요~ 오늘 목욕하고 맘마 먹고 자요~#해눈대말티푸#막둥이#건강해요#행복해요#도그얌#신하나#넘마소중#두배로#컸어요,2021-12-08
다들 승무원과 했네~~.....#영화 #감동 #부부 #결혼#현실부부 #잉꼬부부 #결혼전 #남편 #아내 #결혼후 #행복 #행복해요 #남자의로망 #여자의로망 #훈남 #훈녀 #예쁜부부 #시집 #장가 #예비신부 #연하남친 #연하여친 #매력덩어리 #연상연하 #설레여,2021-12-08
#갤럭시z폴드3내가 너무 갖고팠던 핸드폰🤩연말에 이런 선물 좋아욤😍감사합니다 고맙습니다그리고 더더더 뭐가 있지?행복해욤 행복해욤복 받으실거예요~이 핸드폰 일정 가득@mimi_dsr 주문이 가득할 것 같아요.매장 손님도 늘고주문도 많은 요즘 힘들지만 마음은 행복합니다~미미도시락을 많이 이용해주셔서 감사합니다.#단체도시락 #시즌도시락 #행사도시락 #연주회답례품 #기업도시락 주문은 #미미도시락 #미미하우스 로 연락주세요~예쁘고 맛있는 도시락받는 사람이 행복한 도시락 배달해드릴께염^^단체도시락문의 : 02-318-6571#핸드폰선물#감사합니다 #고맙습니다,2021-12-08
채고다!!다이슨ㅋㅋㅋㅋㅋ어느방향이던감사의절오조오억번ㅋㅋㅋㅋㅋㅋ#행복 #행복해 #행복한 #행복스타그램 #행복그램 #행복하자 #행복이 #행복행복 #행복하다 #행복해라 #행복해요 #행복하세요 #행복하다그램 #행복하자아프지말고 #기쁨 #기쁨이 #넘나좋은것 #즐거움 #기분좋아 #좋은날 #happy #happyhappy #happyday #happytimes #veryhappy,2021-12-08
💓오빠랑 찜쿵이랑 베이비샤워🎉아들도 신나서 발로뻥뻥차고👶🏻점점 커지는 찜쿵이 존재감💖#사랑해 #우리가족 #행복해요-----#베이비샤워 #헬로베이비 #아들맘 #예비맘,2021-12-08
19)관계중 사극보는 여자친구(광고).....#영화 #감동 #부부 #결혼#현실부부 #잉꼬부부 #결혼전 #남편 #아내 #결혼후 #행복 #행복해요 #남자의로망 #여자의로망 #훈남 #훈녀 #예쁜부부 #시집 #장가 #예비신부 #연하남친 #연하여친 #매력덩어리 #연상연하 #설레여,2021-12-08
#잠드는과정 #그녀는낮잠중#작아서 #행복해요#겨울엔 #아부지가랑이 에 #누워보아요 #멍스타그램 #사랑이 #사랑해,2021-12-08
⠀⠀⠀구름한점이 필요했던 날🤍💙⠀⠀⠀⠀⠀우린 사진찍는 재미에 푹 빠졌다🙊⠀#남는건사진뿐#소중한추억⠀#행복해요⠀⠀⠀⠀⠀⠀⠀#연천#연천여행#소통#사진스타그램#셀카#셀피#일산#오오티디#ootd#데일리룩#데일리#럽스타그램#부부스타그램#연애하는부부#좋반환영#일상스타그램#일상#데일리그램#daily#팔로우#선팔#맞팔환영#감성사진#여행#여행스타그램#커플슈⠀⠀⠀⠀⠀,2021-12-08
⠀이맘쯤 눈뜨면 꽃선물이 도착해요💗아침부터 받으면 기분이 참 그렇게 좋은거 있죠 올해 생일도 행복하게 넘어가네요 🥰🌸⠀⠀지났지만 귀차니즘이 심해 이제야 올려요😂⠀,2021-12-08
.어리석은 사람은 인연을 만나도 몰라보고보통사람은 인연인 줄 알면서도 스치고현명한 사람은 옷깃만 스쳐도 인연을 살려낸다.우리의 인연도 20년이 되어간다.함께할 수록 더 좋고 감사한 사람들~향기나는 당신들과 함께여서 행복합니다.#인연 #감사의마음을담아 #향기나는여인들,2021-12-08
거북목걱정되서폰을내려놓고할꺼없어서ㅋㅋㅋㅋ보석십자수했는데목뼈 3개쯤빠진것같은데?ㅋㅋㅋㄲㅋㅋㅋ그래도완성하면개뿌듯ㅋㅋㅋ그맛에몇개째니?ㅋㅋㅋ#행복 #행복해 #행복한 #행복스타그램 #행복그램 #행복하자 #행복이 #행복행복 #행복하다 #행복해라 #행복해요 #행복하세요 #행복하다그램 #행복하자아프지말고 #기쁨 #기쁨이 #넘나좋은것 #즐거움 #기분좋아 #좋은날 #happy #happyhappy #happyday #happytimes #veryhappy,2021-12-08
며칠 전부터 닭발이 꼬물거렸는데 이제야 먹네요쫀득한 숯불 맛이 왜 이렇게 맛있는 거지???둘이서 대 시켜서 순삭...😍😍.........#닭발맛집 #닭발 #맛있어요 #먹스타그램 #맛스타그램😋 #맞팔선팔환영 #일상소통 #데일리 #초보베이킹🙈 #소소한일상의행복 #행복해요 #먹팔해요 #맛있으면0칼로리#집밥스타그램 #집쿡스타그램 #일상 #행복,2021-12-08
동네싸~~~람들ㅋㅋㅋㅋㅋ우리내일분사러갑시다ㅋㅋㅋ분 오랜만이네?나만 옛날싸람인가ㅋㅋㅋㅋ화장품연구원이아니라소전문적인건넣어됴ㅋㅋ설명하면입아파ㅋㅋㅋ나는그냥마스크에안묻어난대서걍 사기로맘먹었다?ㅋㅋㅋ 내일아침10시  OPENㄱㄱㄱㅋ#행복 #행복해 #행복한 #행복스타그램 #행복그램 #행복하자 #행복이 #행복행복 #행복하다 #행복해라 #행복해요 #행복하세요 #행복하다그램 #행복하자아프지말고 #기쁨 #기쁨이 #넘나좋은것 #즐거움 #기분좋아 #좋은날 #happy #happyhappy #happyday #happytimes #veryhappy,2021-12-08
네일을 하기위해선 손톱을 (광고)튼튼하게 해야되니깐 딥앤돕손톱영양제 써주기~.....#영화 #감동 #부부 #결혼#현실부부 #잉꼬부부 #결혼전 #남편 #아내 #결혼후 #행복 #행복해요 #남자의로망 #여자의로망 #훈남 #훈녀 #예쁜부부 #시집 #장가 #예비신부 #연하남친 #연하여친 #매력덩어리 #연상연하 #설레여,2021-12-08
