content,data
#여섯살#누나들과즐겁게놀고#누나들이집에가서ㅜㅜ#너무슬픈뵥이#더슬픈건#헤어지는게너무슬퍼서#집에손님들이안왔으면좋겠다는ㅜㅜ#뵥이눈물로#나는반성했다ㅜㅜ#내가많이안놀았구나#재뵥이가요즘외롭나?#샤워하고나오니#블록으로ㅜㅜ#슬픔달램#슬픈하루#대성통곡#육아스타그램,2021-12-06
*相手が話したくなるまで信じて待つこと*#illustration #illust #paint #painting #diary #introspection #イラスト #手書きイラスト #日記#絵を描くのが好き #振り返り#그림 #일기 #그림일기 #슬픈하루 #รูปภาพ #ไดอารี่ #插图 #日记,2021-12-05
"오늘 하루,,1. 시험일 내일인데 오늘로 착각ㅋ 무려 시험장 앞까지 가서야 알아챔^^ㅋ 시간낭비 에너지낭비 오지쥬?ㅎ2. 최애 공부옷과 서먹한 사이에서 조금 친해진 고냥쓰 둘. 3. 오늘 친 모고는 무려 45점이라는 최악의 점수가 되고 마는데… (열받아서 사진도 안 찍음) 그냥 다음을 기약하며 마음 편하게 시험 칠 듯^^ㅎㅎ4. 진짜 진지하게 하트 만들어봤는데 힘 없는 하트꼬리가 내 슬픈 마음을 대변해주네,,그럼 오늘 하루,, 끝,,#공스타그램 #지텔프 #홈카페 #브레빌920 #라떼아트맞음 #하트맞음 #슬픈하루..",2021-12-04
슬프다!!체력이 최악이다!!더 외로워지는 하루!!!#아프다😭 #슬픈하루 #저질체력😭,2021-12-04
*悲しい気持ちは消さずに悲しみをゆっくり感じること*#illustration #illust #paint #painting #diary #introspection #イラスト #手書きイラスト #日記#絵を描くのが好き #振り返り#그림 #일기 #그림일기 #슬픈하루 #รูปภาพ #ไดอารี่ #插图 #日记,2021-12-04
2021.12.04#내미니#돈달란다딸내미랑 나갈란디  시동이 안걸리네?뭐지? 와진짜 빡침🤬🤬배터리교체😂😂😂아~~~~~~~~~~~~~눈물이난다#슬픈주말#슬픈하루#탈탈털림#이제뭐남았지#앞으로잘부탁해,2021-12-04
"#감정일기'당신은 한숨만 쉬다가 목숨을 끊었고나는 숨을 쉬기 위해 목줄을 끊었어' 나는 어떻게든 아둥바둥 살아 남았다. 아직 나이가 차지 않았기에 이해하는 폭이 넓지 않기 때문에 감당할 수 있는 역치가 낮을 수도 있다. 하지만 그럼에도 이 악물고 살아있다. 당신은? 당신은 그저 나에게 보인 그 마지막 한숨이.. 나에겐 평생 아픔이 되었다. 당신도 소중한 작품이었으나, 그 소중함을 등졌고, 당신을 소중히 아끼는 사람들 조차도 등져버렸다. 그냥 지나치는 사람들이 나를 사랑할 수도, 나를 혐오할 수도 있다는 것을, 왜 그걸 인정하지 못했던걸까.. '인정'이 무엇이기에 그리도 야속한 것일까. '동그라미들 사이에 각진 세모하나'가 '작품'임을 왜 인지 하지 못했을까 원망스럽기도, 공감되기도, 슬프기도, 안타깝기도 한 밤이다. 그만.. 그만 아프고 그만 들추고싶다. #감정일기 #감정노트 #일기 #불협화음 #삶 #죽음 #쇼미더머니10#슬픈하루 #공감",2021-12-01
"오늘 진짜 멘붕인날😭아침부터 다용도실은 비가 엄청쏟아지는바람에물바다가 되었고...건조기등등 다용도실 짐 다들어내고.걸레로 물닦아내랴.창문닦아내랴ㅡㅡ,혁이 이유식먹이고,분유먹이고,또가서 다용도실치우고. 혁이 응가갈고 쉬야갈고다용도실치우고. 목욕시키고. 간식먹이고다용도실치우고..😭그러다보니..오후2시...나밥도 한끼도못먹었네?그러고보니?? .... 밥좀 비벼서 그냥 대충먹을까하고대충비벼서 두입뜨는데 아빠가오셨다.오전에 혁이보고싶으시다고 영통 걸으셨다가.나 집치우는거보고 안되겠다싶으셨는지출장가셨다가 우리집으로 오셨다.아빠가 창문 물기 다 닦아내시고 문풍지로 창문틈새 싹다막아주셨는데오래된집이라서그런지 샷시가 알루미늄이아니고철로되어있어서.. 비가오거나 날씨가추우면결로현상 일어남.. 두시간정도 수리해주시고 못다한거는낼이나모레오신다고..밥두입먹다가 나도 밥생각없어져서그냥 다 버려버림..하..오늘 진짜 그냥 너무 지치고 힘들다..그래서 지금 5시인데..배고픈지도모른 나..😭😭..#슬픈하루#밥도못챙겨먹고#뭐하는짓인가싶네",2021-11-30
"#흰머리카락 파릇파릇 20살에 만나,어느덧 흰머리 뽑아주는사이,😭 슬프다...흰머리라니...묭실 언니가 왼쪽 뒷통수에 3가닥쯤 보인댔는데,그정도면 아주 양호한편이랬는데,남편이 15가닥은 뽑은거같은데..여보, 나이들면 나 어디 가따버리지마...#세월이무섭다 #흰머리뽑아주는사이 #마음은청춘 #슬픈하루",2021-11-29
"ㅡ#한글공부의필요성 책장 정리하다 받아쓰기노트를 발견한 그녀는 당당하게 요구했다..불러보라고 ㅋㅋㅋ역시나.한글 공부는 언제 한게 마지막이였지?ㅎㅎ스웨터도...수의터가 되어있는 현실...이중모음.띄어쓰기. 받침..헉헉...언제 하고 초등 갈까?ㅎㅎ사실 이중모음은  어른들도 틀리지만ㅎㅎㅎ본인이 체점을 해보고 한글의 필요성을 느끼게 해줬더니..세상무너지게 운다..ㅎㅎ다시 ""아하한글 ""  묵어가는 책도 꺼내줘봐야지ㅎㅎㅎ#예비초등 #이중모음어렵다 #소리나는대로쓰는데 #언제교정될까 #7세고민 #슬픈하루",2021-11-27
"끝내 전하지 못한, 앞으로도 전하지 못할 말..",2021-11-27
너의 아픔을 내가 다 끌어안고 갈테니 너가 다시는 아프지 않기를..,2021-11-26
#혼술#위스키#탄산수#♥️#슬픈하루#수완지구,2021-11-26
"국내 최초 오디션 그룹.#악동클럽시작은 좋았으나 마케팅과 멤버의 사건으로 잊혀진 아쉬운 그룹.공중파에서 뽑는 오디션과 끼가 많은 사람들이 많이 나왔기에 인기가 좋았던 것으로 생각한다.(그 중에 연예인 데뷔한 사람도 있음)데뷔 후, 3위안에 들지 못하면 바로 해체한다는 조건이 있는데, 3위를 했다.가을 물씬 풍기는 노래를 3월 봄날에 데뷔에 공백기에 멤버의 사고와 2집 리메이크의 타이틀곡을 제외한 노래들의 저퀄리티 앨범으로 인해 사라질 수 밖에 없었다고 한다.(나무 위키와 유튜브 댓글 참조)#악동클럽1집데뷔앨범이라 그런지 타이틀곡에 상당히 힘을 많이 준 앨범이다. 수록곡들도 수록곡들 답게 무난하게 듣기 좋은 곡들.#remeber #착한그녀#별#악동클럽2집저퀄리티라고 평을 받는 것 같지만, 개인적으로는 나쁘지 않다고 생각한다.당시 높은 순위는 아니지만, 순위권에는 있었고, 나는 많이 들었다. 중학교때는 댄스 동아리들이 lucky chance 많이 췄었다.#착각#luckychance#디에이디1집기존 악동클럽 멤버를 재편성하여 나온 그룹으로 06년도 발매. 그래서인지 미디엄템포를 기반의 노래들이 많다. 타이틀곡보다 희망사항 리메이크를 하여 新희망사항이 인기가 더 많았다. 흔한 노래보다 그래도 밝고 경쾌한 노래가 남는다.#사랑을밀어내고#신희망사항#부르다#몰랐어*여담으로 대학 보컬 동아리 들어갔는데, 新희망사항을 팀별로 부르게 됬는데, 유일하게 나만 아는데다, 랩도 나만 할 줄 알아서 보컬이 아닌 랩을 했다...(보컬을 하고 싶었는데...)추억이 있는 그룹이자, 노래들이다.근황은 알아서...정윤돈#슬픈하루도 좋으니, 늦가을날 감성 발라드 한번 들어보세요.#소통#노래#앨범#리메이크#좋아요#맞팔#맞팔환영#선팔#선팔환영#정이든#정윤돈#이태근#양치환#임대석#권세은",2021-11-26
잘가라 내 목걸이야....우리엄마가 사준곤데...미안마미...또르르😢,2021-11-25
"-오늘은 아빠엄마 할머니 이사하는날,난 이사가기로 정해질때부터 울기시작했다 임신했을때처럼 감정이 컨트롤이 안됨..남들은 뭐 이제 떨어지면서 그러냐 , 싶겠지만몰라.. 난 너무 슬프다,이삿날이 정해지고 하루하루 더 엄마랑 보내야지 했지만 그것도 쉽지않았고,지금은 또 그 순간이 후회스럽다.울지 말아야지 다짐하고 다짐해놓고,이삿짐내릴때까지 담담했는데이제 다 내리고 출발해야겠다. 라는 말 듣는순간 눈물이 줄줄…엄마 가지마….. 라고 바지가랑이라도 붙잡고싶다 정말 ..홀몸이였으면 같이 따라내려가서 슬픈게 덜 할텐데 그것도 아닌지라 내려가는 모습을 바라봐야되서 그게 더 슬픈거같다 가깝다면 가깝고 멀다면 먼 3시간..나에겐 30시간.. 멀어멀다구…밖에 나갔을때 모녀가 있는거 보면 오열할꺼같아… 젠장#슬픈하루",2021-11-25
"하느님은 중도를 지킬줄 알게 하시려나보다. 내가 중도 없이 하늘로 치솟을줄 알고 저지하는……코로나로 공교육의 한계를 느끼고 사립을 선택했지만 나뿐 아니라 내 주위의 모든 영유친구들 낙첨. 🤣 웃픈일이 벌어졌다.처음엔 어이없고 짜증나고 화가 폭발 🙀곰곰히 생각해보니, 그 공백을 엄마와 함께 즐겁고 야무지게 채워나가라는…아이에게 무거운 삶의 무게 대신 행복과 여유로운 삶의 영위를 알게해주라는….그리고 이제는 이사할 타이밍이라는 의미를 내포하심을 느낀 하루. 정답은 없다. 나의 선택에 후회 하지 않고, 오늘도 내 아들둘은 웃음이 끊이지 않는 생파를 했다. 엄마와 함께! #슬픈하루 #깨달은하루 #웃픈하루",2021-11-22
상처뿐인 나드리...배고픈 남자둘과 쇼핑은지옥이다...#득템못함#슬픈하루#쇼핑은#나혼자,2021-11-21
콩이 어금니 깨져서 여행 하차하고 종합병원에 왔어요 마취하고 어금니 뽑고 1년마다 하는 건강검진도 같이하려 기다리고 있어요 딱딱한 캥거루 갈비먹고 어금니 박살났어요 미안해 우리콩이#미안해#내새꾸#슬픈하루#동물병원#블랙푸들#랑스동물병원,2021-11-20
#사고#슬픈하루운전 .. .얌전하게하지 않습니다.속도....답답한거 싫어합니다.근데....오늘은 진짜 억울합니다.운전...얌전히 했구요속도 ...안냈습니당 😅마트 주차장 바닥이움푹 파이고 경사져서...바닥이...망했네여 ㅠㅠ잠시 슬퍼하고맘 다잡겠습니다.#차량아미안#나만당하지않을듯#바닥어케좀해야해용,2021-11-19
.#웃픈하루한달만에 밤외출 실화☺#서로맘알아주기 #슬픈하루 #서로웃기기#미친년되는날 #나이들어주책 #웃자#오늘의명언 #온고지신 #우울모드,2021-11-18
옆에누워도 우울하다..아프다..#누굴위한건지 #혹제거수술 때문에 같이 중성화 아니였음 또 미루겠지ㅜ #아프지마 #미안해 #구름이난리 #너만왜거기있냐 #나와라 #구름아 #루이아파 #골든리트리버는사랑입니다 #슬픈하루,2021-11-17
#김윤아 #길#슬픈하루,2021-11-17
#피자#운동추가#반성#기분안좋음이번주는 5일 운동 하자 해서오늘도. 다녀왔다근데 저녁 식단이 완전 망했다 ㅠㅠ피자 2조각을 먹고야 말았다남이 내 의지되로 안되니내 몸이라도 내 맘대로 해보자 했건만내 몸도 내 의지대로 안되는데이게 뭐람? 피자 먹은 후 내가 정말 싫었다ㅠㅠ오늘은 정말 먹음 안됐었는데. . . 흠 . . .진짜 고민과 반성을 해봐야 겠다체지방을 없애기가 이렇게 힘든거니ㅠㅠ#슬픈하루#자꾸약해져간다#다이어트힘들다#그냥이렇게살까,2021-11-16
"육아맘의 고질병뽀기 임신했을때부터 허리 아프다를 입에 달고 살았는데낳고 나서도 여전히 나아지지 않고약간 주기적으로 통증이 찾아오고 한의원서 침치료는 일시적인것 같고다리까지 저릿함이 내려 오는 느낌이길래영상촬영 검사가 필요한것 같아큰맘먹고 병원을 찾았다통증이 일시적인게 아닌 계속적이면원인이 있을거라는 의사말 엠알아이 검사를 했다디스크….ㅠㅠ툭튀어 나와있는 디스크와 디스크 색도 어두워지는게 퇴행성 디스크라고 한다흑흑 아직 젊은 나이인데 벌써부터 디스크면 난 어찌 하나요허리 하나 아프다고 삶의 질이 저하되는 느낌게다가 괜히 서글퍼 지기까지 한다하지만,오늘도 육아는 계속 된다…🔥#문뉴피드#넋두리그램#육아맘고충 #서글프다",2021-11-16
11월 9일 일방적으로 잠수이별을 당한날허무했다. 2주간의 썸이 이렇게 끝날까싶고.에버랜드에서 본 믿기힘들정도로 부정하였던 타로가 쪽집게였다. 썸으로 끝난다고..마치 현진건의 운수좋은날 처럼 현실은 헤어&메이크업이 잘먹은날 일어난다.이 시작조차 안한 연애를 위해 나는 무엇을 해온건가 싶기도하고 심각하게 우울했다. 그리고 다시는 좋은연애는 무리겠지 생각했다. 데일바에는 이제 그냥 내문을 닫기로 했다. 그만상처받고싶다.마치 타로에서 10개의 칼에 찔린 사람의모습은 나와 닮았다고...셀카는 눈물콧물범벅인데도 멀쩡하게 나왔다.,2021-11-15
거창한 계획을 가지고 구입했습니다! #사장님이지은 보자마자 #반품 하라고 난리입니다! 아무리 설명을 해도 이해를 못하시네요 ㅠㅠ #당근마켓 으로 보내야 할까요???:-( 꿈을 이루지 못했습니다. ㅎㅎㅎ 추운데 누가 가게 앞에서 어묵을 먹느냐고… 그러게요… #슬픈하루 #반품불가 #라보 안사서 다행입니다.,2021-11-14
애써 웃어보여,2021-11-13
#슬프다#슬픈하루#도깨비,2021-11-12
: )코로나 이후 너무 오랜만나들이인데....씐나게 출발해서 울고 왔네 😭추가 확진자 나온 누나 학교 때문에 강제 조퇴해서 온 서러운 동생고구마 캐다가 그냥 와서 도시락을 친구들이랑 못 먹어서너무 슬픈...오늘 하루 너무 슬펐던 우리 막내...어린이집 빠돌이인데ㅡㅡ엄청 큰 시련...우리 오늘 날이 아닌갑네..토닥토닥 위로하쟈💟#코로나19물러가라 #슬픈하루 #고구마 #없다 #🙈 서준아~~김밥싸자 했는데 대답없는 서준이ㅋㅋ 박새로이ㅋㅋ#소풍 #견학 #소풍도시락 #어린이집 #7살 #믿음반 #빵귀신 #아이스아메리카노 #얼죽아 #양산맛집 #양산까페 #괴로울때 #맥주백잔,2021-11-10
••이 비가 그치면겨울이 오는거겠죠?..😞 #디자이너일상#겨울문턱#추운거너무싫다 ❄️ 🥶 #봄을기다리며 🌱#커피한잔못마신#슬픈하루#디톡스는이제그만,2021-11-09
"-너네 나한테 왜그래? 😭첫째& 셋째 감기로 몇일 학교랑 유치원도 안가더니,오늘 셋째는 반깁스까지~🥴할일많은 요즘 .. 내몸하나 컨트롤하기도 어려운데 ㅠㅠ하 … 현타오네 증말 😭땅에 발도 못짚겠다고 우는 막내를화장실갈때도 안고 옮겨야하고..혹시라도 나까지 감기걸려 더 힘들꺼 생각해서 집에서도 마스크 하고 있는 내자신이 오늘은 좀 서글프고 그르타 😢#누가내마음을알까 #제발건강히자라다오 #모든게#올스탑🤦‍♀️ #오늘은#푸념스타그램 #한명아프면줄줄이소세지 🥺#애셋은쉽지않다정말 #슬픈하루 #그래도힘내야지💪 #엄마니까#여보나는괜찮아 #진짜다진짜❗️",2021-11-05
지난주 화요일어머님께서 급성 간염으로 쓰러지셨다고함99세 할아버님까지 계신상황에급하게 반찬만들고 비비고 국이라도 사서수요일날 아버님 할아버님 드시라고가져다드리고 어머님 문병코로나땜에 가족도  한명씩밖에 문병안되고어머님 춥다고하셔서 병원에서 신을 슬리퍼랑 전기요 사다드리고 집으로 옴그러고는 딸래미 치과치과에서 친구의 비보를 듣게됨운전하면서 눈물줄줄아이들 저녁차려주고 장례식까지...#정신없는하루 #급성간염#어머님없이 #안돼요 #건강챙기기#착한며느리코스프레 #바쁘고 #정신없고 #슬픈하루,2021-11-04
..낮에 이비인후과갔다가 들려서 간단히 먹은 점심…. 내가 좋아하는 #에그드랍이때까지는 좋았지…….지금은 저 맛있는것도 맛있어보이지않고 그냥 슬푸다….😭 슬푸다…..😭 슬푸다……😭.#슬픈하루 #눈물이계속난다,2021-11-03
.눈물 😭 흘리는 토끼 🐰 ㅋㅋㅋ아들과 브런치 타임으로파리크라상에서 구입한 이것저것 ^^.귀요미 아들을 위한 맞춤형 토깽이 🐰.잠시 냉장고에 들어갔다 오더니 운다.토끼는 눈물을 흘리는데 아들과 나는 빵 터졌다.넘 귀여워서 ^^.#브런치타임 #아들과함께 #홈카페 #파티 #파리크라상 #올림픽공원점 #올림픽공원카페 #오트허니라떼 #미니케이크 #가격 #엄청 #귀요미 #토끼 #슬픈하루 #우는것도귀여워,2021-11-02
사랑하는 우리 아빠~4개월 동안 아파서 힘들어도 빨리 낳겠다고했었는데 다 좋아졌다 했었는데 갑자기 떠나너무 슬프다조금만 기다려 자주 만날 수 있는 곳으로 모실께~손자 손녀 사랑 더 받고 가셨으면 더 좋았을껄거기선 아프지 말고 하고 싶은거 다 하고 지내요~ 엄마하고 언니 형부 우리가족 영록이 위에서 지켜주세요~ 더 많이 표현 못해서 미안해아빠~~ 많이많이 사랑해요#아빠#좋은곳으로#보성#가족묘#아프지말고#슬픈하루#날씨는#너무좋네#아빠사랑해요,2021-11-01
고새 발도 살찜??ㅋㅋㅋㅋ신발이 자기 역활을 못하네😂..#일상#슬픈하루#신발아미안해#에잇,2021-10-28
바닐라 딸기 트레조르벌써 14번째 실습이라니점점 실습품목들이 어려워지는게느껴진다🥲이론과 실제가 너무 달랐던바닐라 시부스트 크림😰😭시럽까지 태워버리고 멘붕의 연속😱결국 기계의 힘을 받아 다시 만들어서 완성큰일이다.. 정말 큰일이야😭😭😭😭😭정확도가 얼마나 중요한지 깨닫게 된 실습이였다시부스트크림.. 필수로 다시 만들어 봐야지😢😓#트레조르 #treasure #아몬드다쿠아즈#딸기무스 #바닐라 #시부스트크림 #chiboust #멘붕 #빡공 #dessert #dessertgram #디저트 #디저트그램 #디저트공부 #슬픈하루 #😢,2021-10-27
-숭싱숭생☁️☁️☁️#향기테라피,2021-10-27
색상값 잡으려 준비했는데 당췌 잡히질 않는다아…. 눈도 아프고 보이지도안고 ㅜㅜ술이나먹어야겠다#슬픈하루#술풀하루,2021-10-24
정확한 MRI진단을 위해서 병원방문 4시 예약인데 늦어져서 기다리고 있는데간호사분이 오셔서 앞에 수술하던 친구가 숨이 넘어가서응급처치중이라서 가다려 달라고 하셨다...😨너무 놀래서 네네! 했고 기다려보니 그친구는 무지개다리를 건넌듯했고 주인분이 뒤늦게 오셔서 오열을 하시는데😔🥺 너무 너무 슬펐다 😭 어떻게...나도 눈물이 너무 나서 🥲예약을 다음으로 미루려고 여쭤보니 약을 타가야되서 조그만 기다려 보라고 하셔서진료를 보고 나왔다... 그 아이는 하얀상자로 나왔는데하 이 느낌 너무 이상한 느낌이였다 마음아파....😢#척수공동증 #약물치료시작 #포메라니안 #댕집사#슬픈하루,2021-10-23
😔⠀⠀오늘 내 위시리스트 중에서노티드가 1순위가 아니었는데..내 1순위는 가방이었는데..없다.어디에도 없다.전국 매장 어디에도 없다.전국 매장 재고❌슬프다.매우 슬프다😭아~~~~~~가방 구해오라고 김기훈😫⠀⠀⠀#일상#슬픈하루#가방사러가서#도넛만사왔네#임빙#근데왜#짜증나도#도넛은맛있어#노티드도넛#레몬슈가#최고👍,2021-10-22
감정 기복이 심하다 보통보통 안좋음 안좋은 더 안좋음 보통눈물이 마르는 날이 없다. 그래도 살아가야지 #우울증 #공황장애 #슬픈하루,2021-10-20
이번주 너무 슬픈하루 보내요. 할아버지 사랑합니다 .♡♡#운정장례식장 #할아버지 #부고 #사랑합니다 #슬프다 #슬픈하루,2021-10-19
2021.10.14이별은 슬프다..이별은 아프다..어떠한 이별이든 다...그러나만남이 있기에..이별을 삭힌다.#안녕#다시#또#만나자#슬픈하루#기쁜날#추억#일상#데일리#소확행#아름다운인생#글#사진#마음#이별#만남,2021-10-14
하늘과 구름은 예쁜데~~내마음은 슬프다 ㅠㅠ생각이 많아지는 오늘이다~~~#슬픈하루#이쁘다구름#다지나가겠지,2021-10-13
#아침부터 #정신없던하루 #후다닥#반찬만들기 #아침먹고#허리삐끗 #급하게#병원 #한의원 #다녀오기#통증#아프다#아프니까#외식#동산갈비#앉아있기도힘드네#외식도힘들구나 #내일부터#누워만있기#슬픈하루,2021-10-11
